id,path,meta
wtq_train_00714,train_tables/wtq_train_00714.csv,"{'question': 'what was the name of the person who finished the 2012 budapest half marathon the fastest?', 'answers': ['Gábor Józsa (HUN)']}"
wtq_train_00715,train_tables/wtq_train_00715.csv,"{'question': ""what's the number of parishes founded in the 1800s?"", 'answers': ['4']}"
wtq_train_00716,train_tables/wtq_train_00716.csv,"{'question': 'what is the total number of reactors that will be operational until 2024 or later?', 'answers': ['3']}"
wtq_train_00717,train_tables/wtq_train_00717.csv,"{'question': 'which diane keaton film ranked higher?', 'answers': ['Annie Hall']}"
wtq_train_00718,train_tables/wtq_train_00718.csv,"{'question': 'what are the number of times there were more than 10,000 contestants?', 'answers': ['39']}"
wtq_train_00719,train_tables/wtq_train_00719.csv,"{'question': 'which boston red sox player got the most career home runs?', 'answers': ['Manny Ramirez']}"
wtq_train_00720,train_tables/wtq_train_00720.csv,"{'question': 'what year was he most featured in shows?', 'answers': ['1979']}"
wtq_train_00721,train_tables/wtq_train_00721.csv,"{'question': 'which episode had a higher number of viewers, ""identity"" or ""dead drop""?', 'answers': ['""Dead Drop""']}"
wtq_train_00722,train_tables/wtq_train_00722.csv,"{'question': 'which single did she first release?', 'answers': ['""Znaj da znam""']}"
wtq_train_00723,train_tables/wtq_train_00723.csv,"{'question': 'which album was the first to peak in the top ten positions?', 'answers': ['Natt i Betlehem']}"
wtq_train_00724,train_tables/wtq_train_00724.csv,"{'question': 'which year was the most pos.', 'answers': ['2009', '2010']}"
wtq_train_00725,train_tables/wtq_train_00725.csv,"{'question': 'what city is listed with the least time?', 'answers': ['Lausanne']}"
wtq_train_00726,train_tables/wtq_train_00726.csv,"{'question': 'what is the longest streak of consecutive finishes below 10th place?', 'answers': ['5']}"
wtq_train_00727,train_tables/wtq_train_00727.csv,"{'question': 'how many games did this player withdraw from due to injuries?', 'answers': ['2']}"
wtq_train_00728,train_tables/wtq_train_00728.csv,"{'question': 'who was the progressive conservative in the office of minister of transport?', 'answers': ['George Hees']}"
wtq_train_00729,train_tables/wtq_train_00729.csv,"{'question': 'was the wolf attack on david tobuk predatory or agonistic?', 'answers': ['Predatory']}"
wtq_train_00730,train_tables/wtq_train_00730.csv,"{'question': 'which church, in addition to gildeskal church, was also built in the 1800s?', 'answers': ['Saura Church']}"
wtq_train_00731,train_tables/wtq_train_00731.csv,"{'question': 'what year was michael swanwick the only guest of honor?', 'answers': ['1999']}"
wtq_train_00732,train_tables/wtq_train_00732.csv,"{'question': 'how many championship games were held in the same stadium as the one on 4 march 2000?', 'answers': ['3']}"
wtq_train_00733,train_tables/wtq_train_00733.csv,"{'question': 'how many times total was the team promoted?', 'answers': ['2']}"
wtq_train_00734,train_tables/wtq_train_00734.csv,"{'question': 'how many different types of diesel locomotives are dated after 1980?', 'answers': ['2']}"
wtq_train_00735,train_tables/wtq_train_00735.csv,"{'question': 'who took first place?', 'answers': ['Corry Brokken']}"
wtq_train_00736,train_tables/wtq_train_00736.csv,"{'question': 'what is the name of the ship listed before the maryland?', 'answers': ['California']}"
wtq_train_00737,train_tables/wtq_train_00737.csv,"{'question': 'which country has the most stadiums with a capacity of more than 70,000?', 'answers': ['United States']}"
wtq_train_00738,train_tables/wtq_train_00738.csv,"{'question': 'who had the same score as ben crenshaw?', 'answers': ['Bobby Wadkins']}"
wtq_train_00739,train_tables/wtq_train_00739.csv,"{'question': 'which opponent has stephen hendry competed against most often?', 'answers': ['Steve Davis']}"
wtq_train_00740,train_tables/wtq_train_00740.csv,"{'question': 'what is the total number of drivers on the chart?', 'answers': ['24']}"
wtq_train_00741,train_tables/wtq_train_00741.csv,"{'question': 'name all the nations that did not win any gold medals.', 'answers': ['Chile', 'Panama', 'Bolivia', 'Paraguay']}"
wtq_train_00742,train_tables/wtq_train_00742.csv,"{'question': 'what is the number of galaxies in the pisces constellation?', 'answers': ['2']}"
wtq_train_00743,train_tables/wtq_train_00743.csv,"{'question': 'which tie no had the least attendants?', 'answers': ['6']}"
wtq_train_00744,train_tables/wtq_train_00744.csv,"{'question': 'who scored first rank in the first heat?', 'answers': ['Lacena Golding-Clarke']}"
wtq_train_00745,train_tables/wtq_train_00745.csv,"{'question': 'in which years did he release more than 2 albums?', 'answers': ['2010', '2012']}"
wtq_train_00746,train_tables/wtq_train_00746.csv,"{'question': 'how many medals were won by kenya?', 'answers': ['2']}"
wtq_train_00747,train_tables/wtq_train_00747.csv,"{'question': 'how many states were listed as democratic?', 'answers': ['18']}"
wtq_train_00748,train_tables/wtq_train_00748.csv,"{'question': 'what is the score in the top row?', 'answers': ['1-0']}"
wtq_train_00749,train_tables/wtq_train_00749.csv,"{'question': 'what were the total number of players selected in the second round?', 'answers': ['3']}"
wtq_train_00750,train_tables/wtq_train_00750.csv,"{'question': 'which country had the least number of recorded births?', 'answers': ['Jordan']}"
wtq_train_00751,train_tables/wtq_train_00751.csv,"{'question': 'which year has the most film appearances?', 'answers': ['2013']}"
wtq_train_00752,train_tables/wtq_train_00752.csv,"{'question': 'how many first place regular season finishes did the team have from 2004-2013', 'answers': ['6']}"
wtq_train_00753,train_tables/wtq_train_00753.csv,"{'question': 'what is the number of games in this rivalry that took place in the 1980s?', 'answers': ['19']}"
wtq_train_00754,train_tables/wtq_train_00754.csv,"{'question': 'how many times were goals scored in the friendly competition?', 'answers': ['5']}"
wtq_train_00755,train_tables/wtq_train_00755.csv,"{'question': 'which year held the most tournaments?', 'answers': ['2006']}"
wtq_train_00756,train_tables/wtq_train_00756.csv,"{'question': 'who was the player of the year before robert smith?', 'answers': ['Buster Howe']}"
wtq_train_00757,train_tables/wtq_train_00757.csv,"{'question': 'what is the total number of competitions held in 2013?', 'answers': ['3']}"
wtq_train_00758,train_tables/wtq_train_00758.csv,"{'question': 'which kyu levels have only one color belt?', 'answers': ['10th kyū']}"
wtq_train_00759,train_tables/wtq_train_00759.csv,"{'question': 'who had the most points in running, sergio salazar or eric walther?', 'answers': ['Eric Walther']}"
wtq_train_00760,train_tables/wtq_train_00760.csv,"{'question': 'what is the total number of teams listed?', 'answers': ['16']}"
wtq_train_00761,train_tables/wtq_train_00761.csv,"{'question': 'name someone else from scotland inducted before alan brazil.', 'answers': ['George Burley']}"
wtq_train_00762,train_tables/wtq_train_00762.csv,"{'question': 'how many tops have listed two numbers within the same cell?', 'answers': ['2']}"
wtq_train_00763,train_tables/wtq_train_00763.csv,"{'question': 'which game was won by the largest margin?', 'answers': ['Aberdeen vs Hamilton Academical']}"
wtq_train_00764,train_tables/wtq_train_00764.csv,"{'question': 'who was the last co-driver from portugal?', 'answers': ['Duarte Coelho']}"
wtq_train_00765,train_tables/wtq_train_00765.csv,"{'question': 'was the positioning better the year of the france venue or the year of the south korea venue?', 'answers': ['Paris, France']}"
wtq_train_00766,train_tables/wtq_train_00766.csv,"{'question': 'how many loses did virgil zwicker have?', 'answers': ['3']}"
wtq_train_00767,train_tables/wtq_train_00767.csv,"{'question': 'how many voters did mccain have in boone county?', 'answers': ['36,849']}"
wtq_train_00768,train_tables/wtq_train_00768.csv,"{'question': 'where was the first competition held according to this chart?', 'answers': ['Stuttgart, Germany']}"
wtq_train_00769,train_tables/wtq_train_00769.csv,"{'question': 'how long did sala burton serve?', 'answers': ['4 years']}"
wtq_train_00770,train_tables/wtq_train_00770.csv,"{'question': 'what year is after 1997?', 'answers': ['1998']}"
wtq_train_00771,train_tables/wtq_train_00771.csv,"{'question': 'what feature had the lowest number of chart positions, while still having at least one position?', 'answers': ['""You Can\'t Stop the Reign"" (Shaquille O\'Neal and The Notorious B.I.G.)']}"
wtq_train_00772,train_tables/wtq_train_00772.csv,"{'question': 'uladzimir kazlou participated in two olympic games, but how many other competitions did he participate in between 2005 and 2013?', 'answers': ['4']}"
wtq_train_00773,train_tables/wtq_train_00773.csv,"{'question': 'what is the difference in the total score between first and second place?', 'answers': ['1.34']}"
wtq_train_00774,train_tables/wtq_train_00774.csv,"{'question': 'what is number of acres in castledon', 'answers': ['2,069.1']}"
wtq_train_00775,train_tables/wtq_train_00775.csv,"{'question': 'how many more previous points does the australian open have than the qatar total open?', 'answers': ['1100']}"
wtq_train_00776,train_tables/wtq_train_00776.csv,"{'question': 'which game had the largest difference in score?', 'answers': ['December 19, 2005']}"
wtq_train_00777,train_tables/wtq_train_00777.csv,"{'question': 'what album won before borrowed time did in 2006?', 'answers': ['Magic City']}"
wtq_train_00778,train_tables/wtq_train_00778.csv,"{'question': 'what was the number of players transferred who were colombian nationals?', 'answers': ['2']}"
wtq_train_00779,train_tables/wtq_train_00779.csv,"{'question': 'how many albums were released under the emi record label?', 'answers': ['4']}"
wtq_train_00780,train_tables/wtq_train_00780.csv,"{'question': 'what number countries received gold medals?', 'answers': ['12']}"
wtq_train_00781,train_tables/wtq_train_00781.csv,"{'question': 'who is the next judge listed after frank x. altimari?', 'answers': ['Joseph Fletcher Anderson, Jr.']}"
wtq_train_00782,train_tables/wtq_train_00782.csv,"{'question': 'how many quarries was slate mined at?', 'answers': ['20']}"
wtq_train_00783,train_tables/wtq_train_00783.csv,"{'question': 'who was the opponent at the game with the largest crowd?', 'answers': ['North Queensland Cowboys']}"
wtq_train_00784,train_tables/wtq_train_00784.csv,"{'question': 'how many brands are for the dermatology area?', 'answers': ['3']}"
wtq_train_00785,train_tables/wtq_train_00785.csv,"{'question': 'top paid year?', 'answers': ['2006']}"
wtq_train_00786,train_tables/wtq_train_00786.csv,"{'question': 'what belt would a practitioner receive next after completing the 10th kyu?', 'answers': ['White belt']}"
wtq_train_00787,train_tables/wtq_train_00787.csv,"{'question': 'how many total medals did china, japan, and south korea collect?', 'answers': ['34']}"
wtq_train_00788,train_tables/wtq_train_00788.csv,"{'question': 'how many boys were born?', 'answers': ['2']}"
wtq_train_00789,train_tables/wtq_train_00789.csv,"{'question': 'who directed the most cartoons?', 'answers': ['Gerry Chiniquy']}"
wtq_train_00790,train_tables/wtq_train_00790.csv,"{'question': 'what year were the most titles produced?', 'answers': ['1972']}"
wtq_train_00791,train_tables/wtq_train_00791.csv,"{'question': 'what cities are first canadian place and commerce court west', 'answers': ['Toronto']}"
wtq_train_00792,train_tables/wtq_train_00792.csv,"{'question': 'what are the total number of nato naval blockades?', 'answers': ['3']}"
wtq_train_00793,train_tables/wtq_train_00793.csv,"{'question': 'which country has the most plants?', 'answers': ['Indonesia']}"
wtq_train_00794,train_tables/wtq_train_00794.csv,"{'question': 'how many years has this team been a part of the 1s aut. pref. division?', 'answers': ['7']}"
wtq_train_00795,train_tables/wtq_train_00795.csv,"{'question': 'which team was larger than the rest?', 'answers': ['Ducati Marlboro Team']}"
wtq_train_00796,train_tables/wtq_train_00796.csv,"{'question': 'how many times did colin eglin serve as party leader?', 'answers': ['3']}"
wtq_train_00797,train_tables/wtq_train_00797.csv,"{'question': 'what is the total number of singles released since 1994?', 'answers': ['16']}"
wtq_train_00798,train_tables/wtq_train_00798.csv,"{'question': 'what was the first year that net profit was above £120 million?', 'answers': ['1999-2000']}"
wtq_train_00799,train_tables/wtq_train_00799.csv,"{'question': 'the ship with the most tonnage is named after whom?', 'answers': ['Queen Elizabeth']}"
wtq_train_00800,train_tables/wtq_train_00800.csv,"{'question': 'how many ships were attacked by u-502 but not sunk?', 'answers': ['2']}"
wtq_train_00801,train_tables/wtq_train_00801.csv,"{'question': 'who was the top scorer from puerto rico during the nasl?', 'answers': ['Héctor Ramos']}"
wtq_train_00802,train_tables/wtq_train_00802.csv,"{'question': 'who was the next record holder after emma george won held it in 1999?', 'answers': ['Stacy Dragila']}"
wtq_train_00803,train_tables/wtq_train_00803.csv,"{'question': 'does the ruyi have the same population as the yongyi?', 'answers': ['No']}"
wtq_train_00804,train_tables/wtq_train_00804.csv,"{'question': 'which county is the only one to have an area less than 1,000 square kilometers?', 'answers': ['Mombasa']}"
wtq_train_00805,train_tables/wtq_train_00805.csv,"{'question': 'what is the total number of representatives from the democratic party?', 'answers': ['8']}"
wtq_train_00806,train_tables/wtq_train_00806.csv,"{'question': 'how many games did they play in october 1921?', 'answers': ['5']}"
wtq_train_00807,train_tables/wtq_train_00807.csv,"{'question': 'how many yachts were launched in 2000?', 'answers': ['9']}"
wtq_train_00808,train_tables/wtq_train_00808.csv,"{'question': 'what two years had the same flag bearer?', 'answers': ['2008', '2012']}"
wtq_train_00809,train_tables/wtq_train_00809.csv,"{'question': 'colombia has the highest graduate enrollment at 15,760. what school has the next highest?', 'answers': ['Harvard University']}"
wtq_train_00810,train_tables/wtq_train_00810.csv,"{'question': 'how many stadiums have a capacity between 6000 and 8000?', 'answers': ['10']}"
wtq_train_00811,train_tables/wtq_train_00811.csv,"{'question': 'what was the difference in placing between the 1988/89 season and the last season before it?', 'answers': ['5']}"
wtq_train_00812,train_tables/wtq_train_00812.csv,"{'question': 'which one is the last on the chart', 'answers': ['Sam Snead']}"
wtq_train_00813,train_tables/wtq_train_00813.csv,"{'question': 'which administrative area has the least square mileage and lowest population?', 'answers': ['Nightingale Island']}"
wtq_train_00814,train_tables/wtq_train_00814.csv,"{'question': 'which location has the least km?', 'answers': ['Bischofsheim']}"
wtq_train_00815,train_tables/wtq_train_00815.csv,"{'question': 'how many tracks were produced by milanna miles and rick long?', 'answers': ['2']}"
wtq_train_00816,train_tables/wtq_train_00816.csv,"{'question': 'who won the most total medals?', 'answers': ['Venezuela']}"
wtq_train_00817,train_tables/wtq_train_00817.csv,"{'question': 'how many more medals has slovakia wopn in comparison to germany?', 'answers': ['2']}"
wtq_train_00818,train_tables/wtq_train_00818.csv,"{'question': 'which group had over 130 members but only 6 caucusing members?', 'answers': ['RPR Group']}"
wtq_train_00819,train_tables/wtq_train_00819.csv,"{'question': 'what was the surface at most of the games?', 'answers': ['Clay']}"
wtq_train_00820,train_tables/wtq_train_00820.csv,"{'question': 'who is taller, the delegate from jalapa or from villa nueva?', 'answers': ['Villa Nueva']}"
wtq_train_00821,train_tables/wtq_train_00821.csv,"{'question': 'what did seth produce next, after cry wolf?', 'answers': ['The King of Kong: A Fistful of Quarters']}"
wtq_train_00822,train_tables/wtq_train_00822.csv,"{'question': 'who where the total wins for week 7?', 'answers': ['4']}"
wtq_train_00823,train_tables/wtq_train_00823.csv,"{'question': 'after the 1990/91 season, which place was earned in the next season?', 'answers': ['7th']}"
wtq_train_00824,train_tables/wtq_train_00824.csv,"{'question': 'when was the last season?', 'answers': ['2012']}"
wtq_train_00825,train_tables/wtq_train_00825.csv,"{'question': 'how many places have a larger amount that 1 county?', 'answers': ['6']}"
wtq_train_00826,train_tables/wtq_train_00826.csv,"{'question': 'how many films were directed by sridhar after the year 1961?', 'answers': ['48']}"
wtq_train_00827,train_tables/wtq_train_00827.csv,"{'question': 'what was the next competition this competitor went to after the olympic trials in 2008?', 'answers': ['U.S. Championships']}"
wtq_train_00828,train_tables/wtq_train_00828.csv,"{'question': ""how many are in beijing's urban area?"", 'answers': ['19,295,000']}"
wtq_train_00829,train_tables/wtq_train_00829.csv,"{'question': 'how many stadiums hold ore than 2000 people?', 'answers': ['8']}"
wtq_train_00830,train_tables/wtq_train_00830.csv,"{'question': 'what is the first single listed?', 'answers': ['""Neenah Menasha""']}"
wtq_train_00831,train_tables/wtq_train_00831.csv,"{'question': 'what is the year listed before 2001?', 'answers': ['2000']}"
wtq_train_00832,train_tables/wtq_train_00832.csv,"{'question': 'how many models weighed between 100 and 200 grams?', 'answers': ['7']}"
wtq_train_00833,train_tables/wtq_train_00833.csv,"{'question': 'how many iso/iec were published before the year 2000?', 'answers': ['1']}"
wtq_train_00834,train_tables/wtq_train_00834.csv,"{'question': 'who took the least time to complete egot?', 'answers': ['Robert Lopez']}"
wtq_train_00835,train_tables/wtq_train_00835.csv,"{'question': 'name a country listed other than norway?', 'answers': ['United Kingdom']}"
wtq_train_00836,train_tables/wtq_train_00836.csv,"{'question': 'how many albums garnered chart positions?', 'answers': ['4']}"
wtq_train_00837,train_tables/wtq_train_00837.csv,"{'question': 'what was the next venue after the game on the 22nd of june 1930?', 'answers': ['Dublin, Ireland']}"
wtq_train_00838,train_tables/wtq_train_00838.csv,"{'question': 'what is the name of the first presenter on this chart?', 'answers': ['Samantha Smith']}"
wtq_train_00839,train_tables/wtq_train_00839.csv,"{'question': 'what comes after fiskeby if', 'answers': ['Gnösjö IF']}"
wtq_train_00840,train_tables/wtq_train_00840.csv,"{'question': 'how many were released in march or april of any year?', 'answers': ['4']}"
wtq_train_00841,train_tables/wtq_train_00841.csv,"{'question': 'how many years did the greek league have a finalist?', 'answers': ['3']}"
wtq_train_00842,train_tables/wtq_train_00842.csv,"{'question': 'which team first won the first round?', 'answers': ['Wigan Warriors']}"
wtq_train_00843,train_tables/wtq_train_00843.csv,"{'question': 'who raced the fastest?', 'answers': ['Dan Wheldon (W)']}"
wtq_train_00844,train_tables/wtq_train_00844.csv,"{'question': 'if ordering political parties from the most representatives to the least, which would come first?', 'answers': ['Sadiya']}"
wtq_train_00845,train_tables/wtq_train_00845.csv,"{'question': 'how long did operation sky monitor last?', 'answers': ['6 months']}"
wtq_train_00846,train_tables/wtq_train_00846.csv,"{'question': 'when was the auction involving a kelvinator washing machine?', 'answers': ['18 June 2009']}"
wtq_train_00847,train_tables/wtq_train_00847.csv,"{'question': 'which team had the most consecutive wins?', 'answers': ['India']}"
wtq_train_00848,train_tables/wtq_train_00848.csv,"{'question': 'what was the charge against the defendant who was arrested after 1955?', 'answers': ['Lewd conduct with a minor']}"
wtq_train_00849,train_tables/wtq_train_00849.csv,"{'question': 'which three countries were consecutive in time after third place?', 'answers': ['U.S. Virgin Islands', 'Canada', 'Costa Rica']}"
wtq_train_00850,train_tables/wtq_train_00850.csv,"{'question': 'how many were released after 2004?', 'answers': ['9']}"
wtq_train_00851,train_tables/wtq_train_00851.csv,"{'question': 'at most, how many internationals has the sahrawi national football team won?', 'answers': ['3']}"
wtq_train_00852,train_tables/wtq_train_00852.csv,"{'question': 'what are the number of times punts were returned for a touchdown?', 'answers': ['2']}"
wtq_train_00853,train_tables/wtq_train_00853.csv,"{'question': 'how long did gonzelz throw for in 1983?', 'answers': ['78.34 m']}"
wtq_train_00854,train_tables/wtq_train_00854.csv,"{'question': 'how many total elections have there been?', 'answers': ['7']}"
wtq_train_00855,train_tables/wtq_train_00855.csv,"{'question': 'what is the difference between his greatest amount of yearly winnings and his least?', 'answers': ['$601,860']}"
wtq_train_00856,train_tables/wtq_train_00856.csv,"{'question': 'which community has the least number of acres?', 'answers': ['Truro 27C']}"
wtq_train_00857,train_tables/wtq_train_00857.csv,"{'question': 'how many promotional releases were there?', 'answers': ['1']}"
wtq_train_00858,train_tables/wtq_train_00858.csv,"{'question': 'which team has the largest margin of victory in an aloha bowl game?', 'answers': ['Syracuse']}"
wtq_train_00859,train_tables/wtq_train_00859.csv,"{'question': 'what nation leads the medal count?', 'answers': ['Russia']}"
wtq_train_00860,train_tables/wtq_train_00860.csv,"{'question': 'who was the only woman ranked in the top 50 representatives?', 'answers': ['Marcy Kaptur']}"
wtq_train_00861,train_tables/wtq_train_00861.csv,"{'question': 'who is after will power', 'answers': ['Vitor Meira']}"
wtq_train_00862,train_tables/wtq_train_00862.csv,"{'question': 'how many people attended the 2000 animeiowa?', 'answers': ['700']}"
wtq_train_00863,train_tables/wtq_train_00863.csv,"{'question': 'at which location was there only one elderly casualty?', 'answers': ['Lok']}"
wtq_train_00864,train_tables/wtq_train_00864.csv,"{'question': 'how many athletes ranked in the top 15 are from the united states?', 'answers': ['3']}"
wtq_train_00865,train_tables/wtq_train_00865.csv,"{'question': 'how many years was the team banned from the arab nations cup?', 'answers': ['10 years']}"
wtq_train_00866,train_tables/wtq_train_00866.csv,"{'question': 'each of the species average 65 feet', 'answers': ['Pacific Silver Fir', 'Engelmann Spruce', 'Red Spruce', 'Colorado Blue Spruce', 'White Fir']}"
wtq_train_00867,train_tables/wtq_train_00867.csv,"{'question': 'what is the average percent of vitors of farmers of all years listed?', 'answers': ['48']}"
wtq_train_00868,train_tables/wtq_train_00868.csv,"{'question': 'name the horse that finished three spots before outbound.', 'answers': ['Hindoocraft']}"
wtq_train_00869,train_tables/wtq_train_00869.csv,"{'question': 'what are the total number of races that took place in fort worth?', 'answers': ['1']}"
wtq_train_00870,train_tables/wtq_train_00870.csv,"{'question': 'which author had a poem on this list with the first line ""as it fell upon day"" and also a poem that starts with ""if music and sweet poetry agree"".', 'answers': ['Richard Barnfield']}"
wtq_train_00871,train_tables/wtq_train_00871.csv,"{'question': 'what is the total number of years the event was not held?', 'answers': ['14']}"
wtq_train_00872,train_tables/wtq_train_00872.csv,"{'question': 'who left on novemeber 14th 1933', 'answers': ['Shiratsuyu']}"
wtq_train_00873,train_tables/wtq_train_00873.csv,"{'question': 'what is the first season listed on the table?', 'answers': ['2010-11']}"
wtq_train_00874,train_tables/wtq_train_00874.csv,"{'question': 'what team came in last, not counting teams disqualified or teams that did not finish?', 'answers': ['Spain']}"
wtq_train_00875,train_tables/wtq_train_00875.csv,"{'question': 'which game had the most attendance?', 'answers': ['111']}"
wtq_train_00876,train_tables/wtq_train_00876.csv,"{'question': 'what is the number of games where the ""giants"" the opponent?', 'answers': ['3']}"
wtq_train_00877,train_tables/wtq_train_00877.csv,"{'question': 'how many managerial changes were there in the 2007-08 football league championship season?', 'answers': ['11']}"
wtq_train_00878,train_tables/wtq_train_00878.csv,"{'question': 'how many consecutive tour of qatar did tom boonen win a stage?', 'answers': ['2']}"
wtq_train_00879,train_tables/wtq_train_00879.csv,"{'question': 'how many times is executive producer listed as the role in this chart?', 'answers': ['32']}"
wtq_train_00880,train_tables/wtq_train_00880.csv,"{'question': 'which township has the highest average population density', 'answers': ['Emma']}"
wtq_train_00881,train_tables/wtq_train_00881.csv,"{'question': 'was the margin of victory in the lpga championship the same as in the sunstar classic?', 'answers': ['no']}"
wtq_train_00882,train_tables/wtq_train_00882.csv,"{'question': 'how many representatives served before the 1800s began?', 'answers': ['7']}"
wtq_train_00883,train_tables/wtq_train_00883.csv,"{'question': 'what country won the most medals?', 'answers': ['Great Britain (GBR)']}"
wtq_train_00884,train_tables/wtq_train_00884.csv,"{'question': 'the total number of medals won by australia was how many?', 'answers': ['85']}"
wtq_train_00885,train_tables/wtq_train_00885.csv,"{'question': 'what was the total number of matches?', 'answers': ['17']}"
wtq_train_00886,train_tables/wtq_train_00886.csv,"{'question': 'how many staples have at least 1 mg of zinc?', 'answers': ['3']}"
wtq_train_00887,train_tables/wtq_train_00887.csv,"{'question': 'what is the lowest grossing film listed before march 3, 2002?', 'answers': ['Queen of the Damned']}"
wtq_train_00888,train_tables/wtq_train_00888.csv,"{'question': 'which tribunal sentenced the largest number of executions?', 'answers': ['Granada']}"
wtq_train_00889,train_tables/wtq_train_00889.csv,"{'question': 'which award did hantu tinta and kuntilanak both receive?', 'answers': ['Best Scary Scene']}"
wtq_train_00890,train_tables/wtq_train_00890.csv,"{'question': 'in which venue did he last compete in?', 'answers': ['Columbus Crew Stadium, Columbus, United States']}"
wtq_train_00891,train_tables/wtq_train_00891.csv,"{'question': 'which driver came in first place during the bellsouth mobility 320 but last place in the carquest auto parts 300?', 'answers': ['Jeff Green']}"
wtq_train_00892,train_tables/wtq_train_00892.csv,"{'question': 'how many players scored at least 2 goals during the fa cup?', 'answers': ['2']}"
wtq_train_00893,train_tables/wtq_train_00893.csv,"{'question': 'syracuse and notre dame had the same final conference record of what during this season?', 'answers': ['11-7']}"
wtq_train_00894,train_tables/wtq_train_00894.csv,"{'question': 'name one other aircrat besides the fairchild argus that only had 2 in service.', 'answers': ['Bristol F.2B Fighter']}"
wtq_train_00895,train_tables/wtq_train_00895.csv,"{'question': 'what is the tallest building in kanpur?', 'answers': ['Ratan Planet']}"
wtq_train_00896,train_tables/wtq_train_00896.csv,"{'question': 'how many times has the team been in the preferente division since 1990?', 'answers': ['2']}"
wtq_train_00897,train_tables/wtq_train_00897.csv,"{'question': 'who won the award after p-money won it in 2005?', 'answers': ['Frontline']}"
wtq_train_00898,train_tables/wtq_train_00898.csv,"{'question': 'how many times was the competition friendly?', 'answers': ['5']}"
wtq_train_00899,train_tables/wtq_train_00899.csv,"{'question': 'which had the higher top speed, the prium 1.5 a or the trumpf 1.5 av?', 'answers': ['Trumpf 1,5 AV']}"
wtq_train_00900,train_tables/wtq_train_00900.csv,"{'question': 'how many electorates does jatara have?', 'answers': ['145,555']}"
wtq_train_00901,train_tables/wtq_train_00901.csv,"{'question': 'how many ranks have no name?', 'answers': ['5']}"
wtq_train_00902,train_tables/wtq_train_00902.csv,"{'question': 'what total number of points did bobby clarke lead the team?', 'answers': ['87']}"
wtq_train_00903,train_tables/wtq_train_00903.csv,"{'question': ""on october 17th, what was the difference of the game's scores?"", 'answers': ['31']}"
wtq_train_00904,train_tables/wtq_train_00904.csv,"{'question': ""which driver is listed after pat o'connor?"", 'answers': ['Mario Bornigia']}"
wtq_train_00905,train_tables/wtq_train_00905.csv,"{'question': 'does the s01 model have vibration reduction or does the s30 model?', 'answers': ['S01']}"
wtq_train_00906,train_tables/wtq_train_00906.csv,"{'question': 'tell me a song that hit at least #5 on the us country chart.', 'answers': ['""It Wasn\'t God Who Made Honky Tonk Angels""']}"
wtq_train_00907,train_tables/wtq_train_00907.csv,"{'question': 'what is the number of operas from the oper genre?', 'answers': ['5']}"
wtq_train_00908,train_tables/wtq_train_00908.csv,"{'question': 'what state had only 30 seats in their assembly?', 'answers': ['Puducherry']}"
wtq_train_00909,train_tables/wtq_train_00909.csv,"{'question': 'who was the last opponent the texas tech team faced in 1993?', 'answers': ['Oklahoma']}"
wtq_train_00910,train_tables/wtq_train_00910.csv,"{'question': 'what is the only model of these aircraft to originate in canada?', 'answers': ['de Havilland Canada DHC-2 Beaver']}"
wtq_train_00911,train_tables/wtq_train_00911.csv,"{'question': 'which game date shows the least in the final score for a win?', 'answers': ['November 14']}"
wtq_train_00912,train_tables/wtq_train_00912.csv,"{'question': 'what was the first time in the season the ravens were held to under ten points?', 'answers': ['September 11, 2005']}"
wtq_train_00913,train_tables/wtq_train_00913.csv,"{'question': 'how long is the diagonal size of a 1/10"" sensor?', 'answers': ['1.60']}"
wtq_train_00914,train_tables/wtq_train_00914.csv,"{'question': 'what is the number of countries in each team?', 'answers': ['8']}"
wtq_train_00915,train_tables/wtq_train_00915.csv,"{'question': 'how many drivers participated in the 8th glover trophy race?', 'answers': ['15']}"
wtq_train_00916,train_tables/wtq_train_00916.csv,"{'question': 'what is the next year after 1967?', 'answers': ['1972']}"
wtq_train_00917,train_tables/wtq_train_00917.csv,"{'question': 'which horse is older, greek scholar or irish day?', 'answers': ['Irish Day']}"
wtq_train_00918,train_tables/wtq_train_00918.csv,"{'question': 'how many votes did horne have in contra costa?', 'answers': ['7,011']}"
wtq_train_00919,train_tables/wtq_train_00919.csv,"{'question': 'which power supply can handle the most consecutive watts?', 'answers': ['Resonant, zero voltage switched']}"
wtq_train_00920,train_tables/wtq_train_00920.csv,"{'question': 'how long was harald v of norway the king of norway at the university of oxford?', 'answers': ['2 years']}"
wtq_train_00921,train_tables/wtq_train_00921.csv,"{'question': 'which movie did he act in after he was in lin zexu?', 'answers': ['Nie Er']}"
wtq_train_00922,train_tables/wtq_train_00922.csv,"{'question': 'other than march 3, name a game where huistra scored.', 'answers': ['16 September 1992']}"
wtq_train_00923,train_tables/wtq_train_00923.csv,"{'question': 'how many consecutive years starting in 2004 did krishna release a film?', 'answers': ['3']}"
wtq_train_00924,train_tables/wtq_train_00924.csv,"{'question': 'candle in the wind had how many more sales than freed from desire?', 'answers': ['1016000']}"
wtq_train_00925,train_tables/wtq_train_00925.csv,"{'question': 'how many times did dicksboro win the championship?', 'answers': ['2']}"
wtq_train_00926,train_tables/wtq_train_00926.csv,"{'question': 'how many winning scores were at least 3?', 'answers': ['6']}"
